DSL_SYNCHRONIZATION_STATUS,CONNECTION_STATUS,UPSTREAM_LINE_RATE_KBIT_S,DOWNSTREAM_LINE_RATE_KBIT_S,MAXIMUM_UPSTREAM_RATE_KBIT_S,MAXIMUM_DOWNSTREAM_RATE_KBIT_S,UPSTREAM_NOISE_SAFETY_COEFFICIENT_DB,DOWNSTREAM_NOISE_SAFETY_COEFFICIENT_DB,LINE_STANDARD,UPSTREAM_LINE_ATTENUATION_DB,DOWNSTREAM_LINE_ATTENUATION_DB,UPSTREAM_OUTPUT_POWER_DBM,DOWNSTREAM_OUTPUT_POWER_DBM,DSL_UP_TIME_HOURS,CREATED_DATE
Up,Showtime,7680,56320,29258,80956,21.9,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,0.413,2024-11-16 06:40:24.085
Up,Showtime,7680,56320,29289,80956,21.9,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.4,0.58,2024-11-16 06:50:24.808
Up,Showtime,7680,56320,29289,80956,21.9,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.4,0.746,2024-11-16 07:00:27.910
Up,Showtime,7680,56320,29289,80956,22.0,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.4,0.913,2024-11-16 07:10:24.124
Up,Showtime,7680,56320,29289,80956,21.9,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.4,1.08,2024-11-16 07:20:23.819
Up,Showtime,7680,56320,29289,80956,21.9,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.4,1.247,2024-11-16 07:30:26.783
Up,Showtime,7680,56320,29289,80956,21.9,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,1.413,2024-11-16 07:40:25.274
Up,Showtime,7680,56320,29289,80956,21.9,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,1.579,2024-11-16 07:50:22.558
Up,Showtime,7680,56320,29289,80956,21.8,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,1.749,2024-11-16 08:00:34.950
Up,Showtime,7680,56320,30035,80956,22.4,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,1.912,2024-11-16 08:10:22.173
Up,Showtime,7680,56320,30279,80956,22.4,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,2.079,2024-11-16 08:20:23.649
Up,Showtime,7680,56320,30279,80956,22.5,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,2.246,2024-11-16 08:30:22.087
Up,Showtime,7680,56320,30279,80956,22.5,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,2.414,2024-11-16 08:40:27.014
Up,Showtime,7680,56320,29395,80956,22.0,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,2.579,2024-11-16 08:50:22.144
Up,Showtime,7680,56320,29235,80956,21.9,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,2.746,2024-11-16 09:00:23.717
Up,Showtime,7680,56320,30424,80956,22.6,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,2.913,2024-11-16 09:10:24.050
Up,Showtime,7680,56320,30424,80956,22.5,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,3.08,2024-11-16 09:20:25.007
Up,Showtime,7680,56320,30424,80956,22.5,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,3.247,2024-11-16 09:30:25.674
Up,Showtime,7680,56320,30424,80956,22.5,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,3.413,2024-11-16 09:40:23.950
Up,Showtime,7680,56320,30424,80956,22.6,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,3.582,2024-11-16 09:50:35.315
Up,Showtime,7680,56320,30424,80956,22.6,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,3.746,2024-11-16 10:00:23.814
Up,Showtime,7680,56320,30424,80956,22.6,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,3.913,2024-11-16 10:10:23.908
Up,Showtime,7680,56320,30424,80956,22.6,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,4.079,2024-11-16 10:20:22.014
Up,Showtime,7680,56320,30705,80956,22.6,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,4.246,2024-11-16 10:30:22.210
Up,Showtime,7680,56320,30705,80956,22.7,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,4.413,2024-11-16 10:40:24.356
Up,Showtime,7680,56320,30705,80956,22.6,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,4.579,2024-11-16 10:50:23.286
Up,Showtime,7680,56320,30705,80956,22.7,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,4.748,2024-11-16 11:00:29.637
Up,Showtime,7680,56320,30705,80956,22.6,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,4.913,2024-11-16 11:10:25.254
Up,Showtime,7680,56320,30705,80956,22.7,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,5.08,2024-11-16 11:20:24.646
Up,Showtime,7680,56320,30717,80956,22.7,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,5.246,2024-11-16 11:30:23.015
Up,Showtime,7680,56320,30717,80956,22.7,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,5.413,2024-11-16 11:40:25.103
Up,Showtime,7680,56320,30717,80956,22.7,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,5.581,2024-11-16 11:50:27.585
Up,Showtime,7680,56320,30717,80956,22.7,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,5.748,2024-11-16 12:00:31.809
Up,Showtime,7680,56320,30717,80956,22.6,11.8,G.993.2_Annex_B,2.6,9.9,7.5,14.5,5.914,2024-11-16 12:10:26.706
Up,Showtime,7680,56320,30717,80956,22.7,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,6.079,2024-11-16 12:20:23.053
Up,Showtime,7680,56320,30717,80956,22.7,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,6.247,2024-11-16 12:30:26.402
Up,Showtime,7680,56320,30717,80956,22.7,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,6.413,2024-11-16 12:40:26.284
Up,Showtime,7680,56320,30717,80956,22.7,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,6.58,2024-11-16 12:50:26.098
Up,Showtime,7680,56320,30568,80956,22.6,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,6.746,2024-11-16 13:00:25.105
Up,Showtime,7680,56320,30675,80956,22.7,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,6.913,2024-11-16 13:10:22.727
Up,Showtime,7680,56320,30675,80956,22.7,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,7.083,2024-11-16 13:20:36.462
Up,Showtime,7680,56320,30675,80956,22.7,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,7.246,2024-11-16 13:30:22.198
Up,Showtime,7680,56320,30675,80956,22.7,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,7.413,2024-11-16 13:40:24.311
Up,Showtime,7680,56320,30675,80956,22.6,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,7.579,2024-11-16 13:50:23.173
Up,Showtime,7680,56320,30675,80956,22.6,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,7.747,2024-11-16 14:00:29.815
Up,Showtime,7680,56320,30675,80956,22.6,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,7.912,2024-11-16 14:10:23.667
Up,Showtime,7680,56320,30675,80956,22.6,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,8.079,2024-11-16 14:20:23.463
Up,Showtime,7680,56320,30675,80956,22.6,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,8.247,2024-11-16 14:30:26.664
Up,Showtime,7680,56320,30675,80956,22.6,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,8.412,2024-11-16 14:40:22.794
Up,Showtime,7680,56320,30469,80956,22.5,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,8.579,2024-11-16 14:50:23.222
Up,Showtime,7680,56320,30709,80956,22.6,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,8.748,2024-11-16 15:00:31.601
Up,Showtime,7680,56320,30663,80956,22.6,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,8.912,2024-11-16 15:10:22.312
Up,Showtime,7680,56320,29601,80956,22.2,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,9.079,2024-11-16 15:20:23.077
Up,Showtime,7680,56320,29601,80956,22.2,11.3,G.993.2_Annex_B,2.6,9.9,7.5,14.5,9.246,2024-11-16 15:30:23.759
Up,Showtime,7680,56320,29662,80956,22.2,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,9.413,2024-11-16 15:40:24.762
Up,Showtime,7680,56320,29662,80956,22.2,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,9.58,2024-11-16 15:50:23.642
Up,Showtime,7680,56320,29662,80956,22.1,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,9.746,2024-11-16 16:00:24.132
Up,Showtime,7680,56320,29662,80956,22.1,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,9.912,2024-11-16 16:10:22.268
Up,Showtime,7680,56320,29662,80956,22.2,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,10.082,2024-11-16 16:20:33.316
Up,Showtime,7680,56320,29662,80956,22.2,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,10.248,2024-11-16 16:30:30.240
Up,Showtime,7680,56320,30675,80956,22.7,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,10.414,2024-11-16 16:40:29.659
Up,Showtime,7680,56320,30641,80956,22.7,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,10.58,2024-11-16 16:50:25.648
Up,Showtime,7680,56320,30142,80956,22.2,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,10.746,2024-11-16 17:00:24.801
Up,Showtime,7680,56320,29734,80956,22.1,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,10.914,2024-11-16 17:10:28.071
Up,Showtime,7680,56320,29734,80956,22.1,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,11.079,2024-11-16 17:20:22.418
Up,Showtime,7680,56320,29734,80956,22.1,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,11.25,2024-11-16 17:30:36.737
Up,Showtime,7680,56320,29734,80956,22.1,11.3,G.993.2_Annex_B,2.6,9.9,7.5,14.5,11.413,2024-11-16 17:40:24.647
Up,Showtime,7680,56320,29734,80956,22.1,11.3,G.993.2_Annex_B,2.6,9.9,7.5,14.5,11.579,2024-11-16 17:50:25.565
Up,Showtime,7680,56320,29734,80956,22.2,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,11.746,2024-11-16 18:00:24.175
Up,Showtime,7680,56320,29734,80956,22.1,11.2,G.993.2_Annex_B,2.6,9.9,7.5,14.5,11.914,2024-11-16 18:10:27.511
Up,Showtime,7680,56320,29734,80956,22.1,11.2,G.993.2_Annex_B,2.6,9.9,7.5,14.5,12.079,2024-11-16 18:20:23.446
Up,Showtime,7680,56320,29734,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,12.246,2024-11-16 18:30:23.762
Up,Showtime,7680,56320,29734,80956,22.1,11.7,G.993.2_Annex_B,2.6,9.9,7.5,14.5,12.413,2024-11-16 18:40:24.597
Up,Showtime,7680,56320,29734,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,12.58,2024-11-16 18:50:26.846
Up,Showtime,7680,56320,29734,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,12.746,2024-11-16 19:00:25.071
Up,Showtime,7680,56320,29468,80956,22.0,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,12.914,2024-11-16 19:10:27.506
Up,Showtime,7680,56320,29468,80956,22.1,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,13.08,2024-11-16 19:20:25.189
Up,Showtime,7680,56320,29468,80956,22.0,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,13.246,2024-11-16 19:30:22.978
Up,Showtime,7680,56320,29468,80956,22.1,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,13.412,2024-11-16 19:40:23.124
Up,Showtime,7680,56320,29468,80956,22.1,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,13.58,2024-11-16 19:50:25.088
Up,Showtime,7680,56320,29258,80956,21.9,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,13.747,2024-11-16 20:00:31.233
Up,Showtime,7680,56320,29258,80956,22.0,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,13.914,2024-11-16 20:10:27.371
Up,Showtime,7680,56320,29289,80956,22.0,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,14.079,2024-11-16 20:20:22.691
Up,Showtime,7680,56320,29289,80956,22.1,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,14.246,2024-11-16 20:30:22.623
Up,Showtime,7680,56320,29289,80956,22.1,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,14.412,2024-11-16 20:40:23.045
Up,Showtime,7680,56320,29289,80956,22.0,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,14.579,2024-11-16 20:50:22.697
Up,Showtime,7680,56320,29289,80956,22.0,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,14.746,2024-11-16 21:00:22.521
Up,Showtime,7680,56320,29289,80956,22.0,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,14.913,2024-11-16 21:10:25.116
Up,Showtime,7680,56320,29289,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,15.084,2024-11-16 21:20:40.826
Up,Showtime,7680,56320,29601,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,15.248,2024-11-16 21:30:31.807
Up,Showtime,7680,56320,29601,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,15.413,2024-11-16 21:40:24.112
Up,Showtime,7680,56320,29601,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,15.581,2024-11-16 21:50:27.046
Up,Showtime,7680,56320,29601,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,15.751,2024-11-16 22:00:42.150
Up,Showtime,7680,56320,29601,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,15.915,2024-11-16 22:10:32.019
Up,Showtime,7680,56320,29601,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,16.079,2024-11-16 22:20:23.481
Up,Showtime,7680,56320,29601,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,16.246,2024-11-16 22:30:25.046
Up,Showtime,7680,56320,29601,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,16.413,2024-11-16 22:40:26.298
Up,Showtime,7680,56320,29601,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,16.579,2024-11-16 22:50:23.322
Up,Showtime,7680,56320,29601,80956,22.2,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,16.746,2024-11-16 23:00:27.089
Up,Showtime,7680,56320,29601,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,16.913,2024-11-16 23:10:25.054
Up,Showtime,7680,56320,29601,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,17.08,2024-11-16 23:20:25.768
Up,Showtime,7680,56320,29624,80956,22.1,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,17.246,2024-11-16 23:30:24.274
Up,Showtime,7680,56320,29624,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,17.413,2024-11-16 23:40:25.880
Up,Showtime,7680,56320,29624,80956,22.1,11.3,G.993.2_Annex_B,2.6,9.9,7.5,14.5,17.579,2024-11-16 23:50:22.800
Up,Showtime,7680,56320,29624,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,17.747,2024-11-17 00:00:26.005
Up,Showtime,7680,56320,29624,80956,22.1,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,17.913,2024-11-17 00:10:23.072
Up,Showtime,7680,56320,29624,80956,22.2,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,18.079,2024-11-17 00:20:25.615
Up,Showtime,7680,56320,29468,80956,22.1,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,18.246,2024-11-17 00:30:25.589
Up,Showtime,7680,56320,29734,80956,22.2,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,18.413,2024-11-17 00:40:23.637
Up,Showtime,7680,56320,30001,80956,22.2,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,18.579,2024-11-17 00:50:24.332
Up,Showtime,7680,56320,30001,80956,22.2,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,18.746,2024-11-17 01:00:22.770
Up,Showtime,7680,56320,30001,80956,22.2,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,18.912,2024-11-17 01:10:24.115
Up,Showtime,7680,56320,30001,80956,22.2,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,19.079,2024-11-17 01:20:24.664
Up,Showtime,7680,56320,30001,80956,22.2,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,19.246,2024-11-17 01:30:23.139
Up,Showtime,7680,56320,30001,80956,22.3,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,19.413,2024-11-17 01:40:25.854
Up,Showtime,7680,56320,30001,80956,22.3,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,19.58,2024-11-17 01:50:27.056
Up,Showtime,7680,56320,30001,80956,22.2,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,19.746,2024-11-17 02:00:24.458
Up,Showtime,7680,56320,26554,80956,20.2,11.2,G.993.2_Annex_B,2.6,9.9,7.5,14.5,19.912,2024-11-17 02:10:24.270
Up,Showtime,7680,56320,29982,80956,22.3,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,20.079,2024-11-17 02:20:23.982
Up,Showtime,7680,56320,30085,80956,22.3,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,20.245,2024-11-17 02:30:22.644
Up,Showtime,7680,56320,30085,80956,22.3,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,20.411,2024-11-17 02:40:22.121
Up,Showtime,7680,56320,30085,80956,22.4,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,20.579,2024-11-17 02:50:25.653
Up,Showtime,7680,56320,30085,80956,22.3,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,20.745,2024-11-17 03:00:23.381
Up,Showtime,7680,56320,30085,80956,22.4,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,20.912,2024-11-17 03:10:22.967
Up,Showtime,7680,56320,30085,80956,22.4,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,21.078,2024-11-17 03:20:24.006
Up,Showtime,7680,56320,30085,80956,22.4,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,21.245,2024-11-17 03:30:23.286
Up,Showtime,7680,56320,30085,80956,22.4,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,21.411,2024-11-17 03:40:21.787
Up,Showtime,7680,56320,30085,80956,22.3,11.4,G.993.2_Annex_B,2.6,9.9,0,0,21.578,2024-11-17 03:50:22.609
Up,Showtime,7680,56320,30085,80956,22.4,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,21.745,2024-11-17 04:00:24.267
Up,Showtime,7680,56320,30085,80956,22.4,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,21.912,2024-11-17 04:10:22.411
Up,Showtime,7680,56320,30176,80956,22.4,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,22.078,2024-11-17 04:20:24.155
Up,Showtime,7680,56320,30176,80956,22.4,11.2,G.993.2_Annex_B,2.6,9.9,7.5,14.5,22.245,2024-11-17 04:30:23.765
Up,Showtime,7680,56320,30252,80956,22.4,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,22.411,2024-11-17 04:40:21.479
Up,Showtime,7680,56320,30252,80956,22.4,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,22.578,2024-11-17 04:50:21.958
Up,Showtime,7680,56320,29551,80956,21.9,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,22.744,2024-11-17 05:00:22.225
Up,Showtime,7680,56320,30313,80956,22.5,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,22.912,2024-11-17 05:10:25.438
Up,Showtime,7680,56320,30279,80956,22.5,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,23.078,2024-11-17 05:20:23.199
Up,Showtime,7680,56320,30279,80956,22.4,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,23.245,2024-11-17 05:30:22.327
Up,Showtime,7680,56320,30229,80956,22.4,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,23.412,2024-11-17 05:40:24.263
Up,Showtime,7680,56320,30229,80956,22.4,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,23.578,2024-11-17 05:50:22.183
Up,Showtime,7680,56320,30245,80956,22.4,11.3,G.993.2_Annex_B,2.6,9.9,7.5,14.5,23.746,2024-11-17 06:00:28.467
Up,Showtime,7680,56320,30191,80956,22.4,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,23.912,2024-11-17 06:10:24.351
Up,Showtime,7680,56320,30385,80956,22.5,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,24.079,2024-11-17 06:20:26.289
Up,Showtime,7680,56320,30412,80956,22.5,11.4,G.993.2_Annex_B,2.6,9.9,7.5,14.5,24.245,2024-11-17 06:30:22.558
Up,Showtime,7680,56320,30412,80956,22.4,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,24.411,2024-11-17 06:40:22.110
Up,Showtime,7680,56320,30412,80956,22.5,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,24.578,2024-11-17 06:50:24.461
Up,Showtime,7680,56320,30412,80956,22.5,11.5,G.993.2_Annex_B,2.6,9.9,7.5,14.5,24.745,2024-11-17 07:00:22.730
Up,Showtime,7680,56320,30412,80956,22.5,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,24.911,2024-11-17 07:10:21.750
Up,Showtime,7680,56320,30412,80956,22.5,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,25.079,2024-11-17 07:20:23.626
Up,Showtime,7680,56320,30412,80956,22.5,11.6,G.993.2_Annex_B,2.6,9.9,7.5,14.5,25.246,2024-11-17 07:30:26.749
Up,Showtime,15360,56320,29353,81540,15.8,9.9,G.993.2_Annex_B,2.5,9.6,7.4,14.5,0.033,2024-11-17 07:40:21.974
Up,Showtime,15360,56320,29353,81540,15.8,9.9,G.993.2_Annex_B,2.5,9.6,7.4,14.5,0.2,2024-11-17 07:50:22.025
Up,Showtime,15360,56320,29353,81540,15.8,9.9,G.993.2_Annex_B,2.5,9.6,7.4,14.5,0.368,2024-11-17 08:00:26.988
Up,Showtime,15360,56320,29353,81540,15.7,9.9,G.993.2_Annex_B,2.5,9.6,7.4,14.5,0.534,2024-11-17 08:10:25.002
Up,Showtime,15360,56320,29353,81540,15.7,9.5,G.993.2_Annex_B,2.5,9.6,7.4,14.5,0.701,2024-11-17 08:20:24.586
Up,Showtime,15360,56320,29353,81540,15.7,9.9,G.993.2_Annex_B,2.5,9.6,7.4,14.5,0.867,2024-11-17 08:30:23.049
Up,Showtime,15360,56320,29353,81540,15.8,9.9,G.993.2_Annex_B,2.5,9.6,7.4,14.5,1.034,2024-11-17 08:40:24.681
Up,Showtime,15360,56320,29353,81540,15.8,9.9,G.993.2_Annex_B,2.5,9.6,7.4,14.5,1.2,2024-11-17 08:50:21.890
Up,Showtime,15360,56320,29346,81540,15.8,10.0,G.993.2_Annex_B,2.5,9.6,7.4,14.5,1.367,2024-11-17 09:00:21.958
Up,Showtime,15360,56320,29346,81540,15.8,9.9,G.993.2_Annex_B,2.5,9.6,7.4,14.5,1.534,2024-11-17 09:10:23.741
Up,Showtime,15360,56320,29346,81540,15.7,10.0,G.993.2_Annex_B,2.5,9.6,7.4,14.5,1.701,2024-11-17 09:20:24.251
Up,Showtime,15360,56320,29346,81540,15.7,9.8,G.993.2_Annex_B,2.5,9.6,7.4,14.5,1.867,2024-11-17 09:30:23.708
Up,Showtime,15360,56320,29258,81540,15.7,9.9,G.993.2_Annex_B,2.5,9.6,7.4,14.5,2.033,2024-11-17 09:40:22.147
Up,Showtime,15360,56320,29258,81540,15.7,9.9,G.993.2_Annex_B,2.5,9.6,7.4,14.5,2.205,2024-11-17 09:50:42.371
Up,Showtime,15360,56320,29258,81540,15.7,9.8,G.993.2_Annex_B,2.5,9.6,7.4,14.5,2.367,2024-11-17 10:00:22.508
Up,Showtime,15360,56320,29327,81540,15.7,9.9,G.993.2_Annex_B,2.5,9.6,7.4,14.5,2.534,2024-11-17 10:10:24.568
Up,Showtime,15360,56320,29327,81540,15.7,9.8,G.993.2_Annex_B,2.5,9.6,7.4,14.5,2.7,2024-11-17 10:20:23.263
Up,Showtime,15360,56320,29327,81540,15.7,9.9,G.993.2_Annex_B,2.5,9.6,7.4,14.5,2.867,2024-11-17 10:30:24.180
Up,Showtime,15360,56320,29327,81540,15.7,9.8,G.993.2_Annex_B,2.5,9.6,7.4,14.5,3.034,2024-11-17 10:40:23.826
Up,Showtime,15360,56320,29327,81540,15.7,9.9,G.993.2_Annex_B,2.5,9.6,7.4,14.5,3.2,2024-11-17 10:50:21.925
Up,Showtime,15360,56320,29327,81540,15.6,9.9,G.993.2_Annex_B,2.5,9.6,7.4,14.5,3.369,2024-11-17 11:00:28.629
Up,Showtime,15360,56320,29334,81540,15.6,9.9,G.993.2_Annex_B,2.5,9.6,7.4,14.5,3.534,2024-11-17 11:10:25.518
Up,Showtime,15360,56320,29239,81540,15.6,9.9,G.993.2_Annex_B,2.5,9.6,7.4,14.5,3.701,2024-11-17 11:20:23.876
Up,Showtime,15360,56320,29319,81540,15.7,9.9,G.993.2_Annex_B,2.5,9.6,7.4,14.5,3.868,2024-11-17 11:30:27.704
Up,Showtime,15360,56320,29319,81540,15.7,10.2,G.993.2_Annex_B,2.5,9.6,7.4,14.5,4.035,2024-11-17 11:40:28.308
Up,Showtime,15360,56320,29319,81540,15.7,10.2,G.993.2_Annex_B,2.5,9.6,7.4,14.5,4.201,2024-11-17 11:50:29.242
Up,Showtime,15360,56320,29319,81540,15.7,10.2,G.993.2_Annex_B,2.5,9.6,7.4,14.5,4.368,2024-11-17 12:00:25.936
Up,Showtime,15360,56320,29319,81540,15.7,10.2,G.993.2_Annex_B,2.5,9.6,7.4,14.5,4.538,2024-11-17 12:10:39.960
Up,Showtime,15360,56320,29319,81540,15.7,10.2,G.993.2_Annex_B,2.5,9.6,7.4,14.5,4.701,2024-11-17 12:20:25.650
Up,Showtime,15360,56320,30012,84784,15.8,10.1,G.993.2_Annex_B,2.5,9.5,7.3,14.4,0.23,2024-11-18 01:30:31.041
Up,Showtime,15360,56320,30012,84784,15.7,10.2,G.993.2_Annex_B,2.5,9.5,7.3,14.4,0.4,2024-11-18 01:40:40.465
Up,Showtime,15360,56320,30012,84784,15.8,10.1,G.993.2_Annex_B,2.5,9.5,7.3,14.4,0.565,2024-11-18 01:50:34.845
